Day     Month   Year    Tmin    Tmax    Rad     Prec    Irri    sunsh   ETo
       1       1    1995     5.2      19    20.1     1.8       0   12.69    4.42
       2       1    1995     6.2    18.1    23.1     3.3       0   12.69    4.35
       3       1    1995       7      19    23.1       1       0   12.68    4.49
       4       1    1995     6.1      21      25       0       0   12.68    5.25
       5       1    1995     3.4    22.8    27.2     0.5       0   12.68    6.16
       6       1    1995     4.2    22.3    26.6       0       0   12.67    5.91
       7       1    1995       4    23.2    27.1     0.8       0   12.67    6.21
       8       1    1995       5      24      27       0       0   12.66    6.33
       9       1    1995       7    23.1    25.7    13.8       0   12.66    5.78
      10       1    1995       2    19.8    22.1     2.8       0   12.66    5.08
      11       1    1995       5      22    26.1       0       0   12.65    5.71
      12       1    1995     5.2    19.2    24.5     0.5       0   12.65    4.84
      13       1    1995       6    19.2      24     9.6       0   12.64    4.72
      14       1    1995     4.1    21.1    26.1       0       0   12.64    5.56
      15       1    1995     3.2    24.2    27.8       0       0   12.63     6.6
      16       1    1995     4.2      18    24.4     3.8       0   12.63    4.62
      17       1    1995     2.8    18.1    20.9     5.8       0   12.62     4.5
      18       1    1995     3.1    22.1      27     1.8       0   12.61    5.98
      19       1    1995     2.8    15.8    23.9       0       0   12.61    4.18
      20       1    1995     1.5    24.2    26.2       0       0   12.60     6.6
      21       1    1995     5.8    17.3    22.8     5.6       0   12.59    4.17
      22       1    1995     7.4    19.4    23.2     0.3       0   12.59    4.56
      23       1    1995     4.2    19.3    25.2     1.3       0   12.58    5.01
      24       1    1995     3.7    19.2    25.4       0       0   12.57    5.05
      25       1    1995       6      18    23.2     3.8       0   12.57    4.35
      26       1    1995     6.2    17.5    22.6     2.8       0   12.56    4.16
      27       1    1995       2      22    23.1       0       0   12.55    5.72
      28       1    1995       2      20    26.6     5.1       0   12.54    5.49
      29       1    1995     2.7      21    26.7       0       0   12.54     5.7
      30       1    1995       2      20    26.6       3       0   12.53    5.49
      31       1    1995     4.1    21.1    26.1     1.5       0   12.52    5.55
       1       2    1995     4.2    19.5    25.2     0.3       0   12.51    5.06
       2       2    1995     4.1    22.2    26.6     4.1       0   12.50    5.88
       3       2    1995     3.2    19.1    25.6     1.5       0   12.49    5.08
       4       2    1995       6      20    24.5     1.3       0   12.49    4.96
       5       2    1995     5.8    22.1    25.8     7.6       0   12.48    5.63
       6       2    1995       3    17.8    20.6       0       0   12.47    4.38
       7       2    1995       2    22.2    27.4       0       0   12.46    6.12
       8       2    1995       3      22      27       0       0   12.45    5.95
       9       2    1995     4.8    22.1    26.2       0       0   12.44    5.75
      10       2    1995       3    22.1      27    13.2       0   12.43    5.97
      11       2    1995     6.8    23.3    21.5       0       0   12.42    5.46
      12       2    1995       6      20    24.4     0.3       0   12.41    4.94
      13       2    1995       6    21.5    25.2       0       0   12.40    5.39
      14       2    1995     5.7      20    24.5     1.5       0   12.39    4.97
      15       2    1995     4.2      20    25.4      28       0   12.38    5.19
      16       2    1995     5.1      19      20     2.1       0   12.37    4.41
      17       2    1995     4.1    14.2      19     0.3       0   12.36    3.32
      18       2    1995       5    16.8    22.8    16.5       0   12.35    4.11
      19       2    1995       4      16    18.9    13.4       0   12.34    3.72
      20       2    1995       4      19    20.6     1.3       0   12.33    4.56
      21       2    1995     3.2      18    22.2     6.3       0   12.32    4.52
      22       2    1995     2.9    19.8    15.2     2.5       0   12.31    4.43
      23       2    1995     3.2      16    23.4       0       0   12.30    4.13
      24       2    1995     2.9    17.4    24.5    25.4       0   12.29    4.57
      25       2    1995     4.1      14    21.1     0.3       0   12.28    3.42
      26       2    1995     2.9    15.6    23.3     0.5       0   12.27    4.05
      27       2    1995     3.7    19.8    25.3     1.3       0   12.26    5.15
      28       2    1995     2.5      19    25.4     3.6       0   12.25    5.06
       1       3    1995     3.5      16    20.6     0.8       0   12.24    3.88
       2       3    1995     3.2    16.4    23.5     1.3       0   12.23    4.22
       3       3    1995     4.2    14.2    21.1       3       0   12.21    3.44
       4       3    1995       6      18    18.6    10.9       0   12.20    3.94
       5       3    1995     4.5    18.4    21.4       1       0   12.19    4.41
       6       3    1995       3    17.5    24.2    11.5       0   12.18    4.54
       7       3    1995     6.3      18    19.8     5.6       0   12.17       4
       8       3    1995     5.5    18.3      23      14       0   12.16    4.41
       9       3    1995       6    19.1    23.2      12       0   12.15    4.57
      10       3    1995     6.7      17    21.1       4       0   12.14    3.82
      11       3    1995       7    14.8    16.3       3       0   12.12    2.91
      12       3    1995     6.6    13.5    15.3    16.5       0   12.11     2.6
      13       3    1995       5      15    18.3       3       0   12.10    3.32
      14       3    1995     4.5    13.5    19.8     5.3       0   12.09    3.15
      15       3    1995     4.6      14    20.1     0.5       0   12.08    3.26
      16       3    1995     2.5      18    24.3       0       0   12.07    4.68
      17       3    1995     3.5    18.7    24.1       0       0   12.06    4.75
      18       3    1995     4.8      20      24     0.5       0   12.05    4.94
      19       3    1995     5.1    20.9    24.3       0       0   12.03    5.16
      20       3    1995       2      21    25.6     3.3       0   12.02    5.56
      21       3    1995     4.8    20.5    24.1     8.6       0   12.01    5.06
      22       3    1995       5      19    19.2       0       0   12.00    4.28
      23       3    1995     2.8    20.2    24.8       0       0   11.99    5.21
      24       3    1995     5.8      19    20.2     4.3       0   11.98    4.27
      25       3    1995       7    17.5    20.6    14.7       0   11.97    3.82
      26       3    1995     7.2    19.6    21.9       1       0   11.95     4.4
      27       3    1995       8      18    20.1     0.5       0   11.94    3.78
      28       3    1995       6    17.6    21.3       0       0   11.93    3.99
      29       3    1995     2.8    16.4    22.5       0       0   11.92     4.1
      30       3    1995     7.3      18    20.5       0       0   11.91    3.88
      31       3    1995       5    21.4    23.8       0       0   11.90     5.2
       1       4    1995     7.5      14    16.4    11.5       0   11.89    2.64
       2       4    1995     7.4      17    19.4     5.1       0   11.88    3.54
       3       4    1995     8.5    17.5    16.6     2.8       0   11.86     3.3
       4       4    1995     6.5      19    21.5       0       0   11.85    4.26
       5       4    1995     3.6      21    23.9       0       0   11.84    5.21
       6       4    1995       5      21    23.2       0       0   11.83    5.03
       7       4    1995     5.4      29    25.9     6.8       0   11.82     7.3
       8       4    1995       6      19    21.5     0.3       0   11.81    4.29
       9       4    1995     2.5    17.2    22.4       0       0   11.80    4.26
      10       4    1995     3.5    19.2    22.8       0       0   11.79    4.67
      11       4    1995     5.7    18.2      21     0.3       0   11.77    4.08
      12       4    1995     7.6    15.1    16.9       0       0   11.76    2.86
      13       4    1995     4.4      21      23       0       0   11.75    5.03
      14       4    1995     3.7      22    23.6       0       0   11.74    5.38
      15       4    1995     4.2      22    23.4     1.8       0   11.73    5.31
      16       4    1995     4.7    21.6    22.9       0       0   11.72    5.12
      17       4    1995     7.3    20.2    20.8       1       0   11.71    4.35
      18       4    1995       3    20.2    22.9       0       0   11.70    4.92
      19       4    1995      -2    20.1    24.5       0       0   11.69    5.38
      20       4    1995     2.5    19.2    22.5       0       0   11.68    4.68
      21       4    1995     2.8    19.6    22.5       0       0   11.67    4.75
      22       4    1995       2    20.6    23.1       0       0   11.66    5.09
      23       4    1995     0.7    20.9    23.6       0       0   11.65     5.3
      24       4    1995       1    22.1    23.8       0       0   11.64    5.58
      25       4    1995       4    21.3    22.4       0       0   11.63    5.02
      26       4    1995     5.2    22.9    22.5       0       0   11.62    5.31
      27       4    1995     5.3    22.4    22.1       0       0   11.61    5.14
      28       4    1995     5.4    22.5    22.1       0       0   11.60    5.15
      29       4    1995     2.2    17.2    21.1       0       0   11.59     4.1
      30       4    1995       5    22.2      22       0       0   11.58    5.09
       1       5    1995       1    22.2    23.3       0       0   11.57    5.52
       2       5    1995       2    21.1    22.5    19.9       0   11.56    5.11
       3       5    1995       1    19.1    22.1       0       0   11.55    4.68
       4       5    1995     1.2    23.2    23.2       0       0   11.54    5.72
       5       5    1995     1.8    22.2    22.7       0       0   11.53    5.39
       6       5    1995       2    23.5    22.9       0       0   11.52     5.7
       7       5    1995      -2    23.2    23.8       0       0   11.51    5.97
       8       5    1995       0    22.2      23       0       0   11.51    5.53
       9       5    1995      -2    21.3    23.2       0       0   11.50    5.46
      10       5    1995       3      22    21.9     1.8       0   11.49    5.15
      11       5    1995    -1.1    21.3    22.8       0       0   11.48    5.36
      12       5    1995     0.5    19.8    21.8       0       0   11.47    4.82
      13       5    1995    -3.2    22.3    23.4       0       0   11.46    5.76
      14       5    1995    -2.1    20.9    22.7       0       0   11.46    5.31
      15       5    1995     4.1    18.8    19.8       0       0   11.45    4.13
      16       5    1995       4    17.2      19       0       0   11.44    3.72
      17       5    1995     5.2    18.3    18.9     1.3       0   11.43    3.84
      18       5    1995     5.3      14      16     0.5       0   11.43     2.7
      19       5    1995     5.4    15.1    16.7       0       0   11.42    2.96
      20       5    1995     2.2      16    19.1       0       0   11.41    3.61
      21       5    1995       5      19    19.1     3.3       0   11.41    4.01
      22       5    1995       3      22    21.1       0       0   11.40    5.03
      23       5    1995     0.6      20    21.1       0       0   11.39    4.75
      24       5    1995       0    21.8    21.8       0       0   11.39    5.26
      25       5    1995    -1.2    21.6      22       0       0   11.38    5.31
      26       5    1995    -1.1    20.6    21.6       0       0   11.37    5.04
      27       5    1995    -3.2      20    21.9       0       0   11.37    5.06
      28       5    1995    -3.5    21.2    22.2       0       0   11.36    5.37
      29       5    1995    -4.8    20.8    22.4       0       0   11.36    5.36
      30       5    1995      -4      21    22.2       0       0   11.35    5.34
      31       5    1995    -4.3      21    22.2       0       0   11.35    5.36
       1       6    1995    -0.8    21.6    21.5       0       0   11.34    5.22
       2       6    1995    -3.2    21.2    21.9       0       0   11.34    5.31
       3       6    1995    -0.2    21.5    21.3       0       0   11.34    5.13
       4       6    1995    -0.2      20    20.8       0       0   11.33    4.75
       5       6    1995      -1      24    21.9       0       0   11.33    5.81
       6       6    1995    -2.3      21    21.5       0       0   11.32    5.17
       7       6    1995    -0.8      21    21.1       0       0   11.32    5.04
       8       6    1995      -1      21    21.2       0       0   11.32    5.06
       9       6    1995     0.2    21.8      21       0       0   11.31    5.14
      10       6    1995     2.8    22.6    20.5       0       0   11.31    5.09
      11       6    1995     2.2      22    20.5       0       0   11.31    4.99
      12       6    1995     2.5      21    20.1       0       0   11.31     4.7
      13       6    1995    -3.8      20    21.5       0       0   11.30    5.02
      14       6    1995     0.8      21    20.5       0       0   11.30    4.87
      15       6    1995     0.5    21.6    20.8       0       0   11.30    5.05
      16       6    1995      -1    23.6    21.6       0       0   11.30    5.67
      17       6    1995    -0.8    22.4    21.3       0       0   11.30    5.36
      18       6    1995     0.6    21.6    20.7       0       0   11.30    5.03
      19       6    1995       3    19.6    19.3       0       0   11.30    4.28
      20       6    1995     7.4      21    18.1       0       0   11.30    4.09
      21       6    1995     7.8      22    18.3       0       0   11.30     4.3
      22       6    1995       6    20.6    18.5       2       0   11.30    4.17
      23       6    1995     4.8      21    19.2       0       0   11.30    4.43
      24       6    1995    -3.5    19.8    21.3       0       0   11.30    4.94
      25       6    1995    -3.5      20    21.4       0       0   11.30    4.99
      26       6    1995    -3.2      21    21.5       0       0   11.30    5.21
      27       6    1995       8      18    16.1       0       0   11.30     3.2
      28       6    1995       6      18    17.3     0.3       0   11.30     3.5
      29       6    1995     5.2    20.8      19     0.3       0   11.30    4.33
      30       6    1995     6.4      21    18.6       0       0   11.31    4.24
       1       7    1995     6.8    21.4    18.6       0       0   11.31    4.29
       2       7    1995     3.8    20.6    19.5       0       0   11.31    4.46
       3       7    1995     6.8    21.2    18.6       0       0   11.31    4.25
       4       7    1995     1.2    20.3    20.4       0       0   11.32    4.67
       5       7    1995    -0.2    21.1      21       0       0   11.32    5.01
       6       7    1995    -0.4      22    21.4       0       0   11.32    5.26
       7       7    1995     4.8    21.9    19.8       0       0   11.33     4.7
       8       7    1995     0.6    21.3      21       0       0   11.33       5
       9       7    1995    -0.3    22.8    21.6       0       0   11.33    5.46
      10       7    1995     0.3    21.2    21.1       0       0   11.34    5.01
      11       7    1995    -0.9    21.8    21.6       0       0   11.34    5.27
      12       7    1995     0.1    22.4    21.6       0       0   11.35    5.35
      13       7    1995       3    21.9    20.7       0       0   11.35    4.94
      14       7    1995     2.4    20.5    20.4       0       0   11.36    4.65
      15       7    1995     0.9    21.8    21.4       0       0   11.36    5.14
      16       7    1995     4.3    22.7    20.6     1.3       0   11.37    5.02
      17       7    1995     7.8    22.1    17.1       2       0   11.37    4.29
      18       7    1995     5.1      21    19.8       0       0   11.38    4.49
      19       7    1995     0.2    21.2    21.6     0.3       0   11.38    5.08
      20       7    1995     6.2    15.3    16.1     0.8       0   11.39    2.86
      21       7    1995       2    20.2    20.9     4.8       0   11.40    4.67
      22       7    1995     4.8    21.2    20.3       0       0   11.40    4.62
      23       7    1995       0    21.9    22.1       0       0   11.41    5.31
      24       7    1995    -1.2    22.3    22.6       0       0   11.42    5.53
      25       7    1995      -1    21.5    22.4       0       0   11.42    5.32
      26       7    1995    -0.6    21.3    22.3       0       0   11.43    5.24
      27       7    1995    -1.8    23.2    23.1       0       0   11.44    5.84
      28       7    1995    -0.9    23.9    23.2       0       0   11.44    5.96
      29       7    1995    -0.3    22.4    22.7       0       0   11.45    5.53
      30       7    1995     0.4      22    22.5       0       0   11.46    5.37
      31       7    1995     2.8    21.4    21.7       0       0   11.47    4.99
       1       8    1995     3.8    21.7    21.5       0       0   11.48    4.96
       2       8    1995     4.3    23.2    21.9       0       0   11.48    5.32
       3       8    1995     4.3    23.6    22.1       0       0   11.49    5.44
       4       8    1995     1.2      24    23.2       0       0   11.50    5.88
       5       8    1995     5.4    22.4    21.4       0       0   11.51       5
       6       8    1995     1.8    22.8    22.9       0       0   11.52    5.53
       7       8    1995     2.4    22.8    22.8       0       0   11.53    5.48
       8       8    1995    -1.4    22.4    23.8       0       0   11.54    5.74
       9       8    1995    -1.1    23.2      24       0       0   11.55    5.93
      10       8    1995    -0.9    22.9      24       0       0   11.56    5.85
      11       8    1995     1.5    23.3    23.5       0       0   11.56    5.75
      12       8    1995     0.8    22.1    23.4       0       0   11.57    5.51
      13       8    1995     0.1    20.8    23.3       0       0   11.58    5.24
      14       8    1995    -0.4    22.1      24       0       0   11.59    5.65
      15       8    1995    -0.7    18.8    23.1       0       0   11.60    4.83
      16       8    1995       6    14.8    17.4       0       0   11.61    2.95
      17       8    1995     5.1    19.1    20.9     6.6       0   11.62    4.26
      18       8    1995     4.2    19.8    21.8     9.7       0   11.63    4.59
      19       8    1995     2.8    20.1    22.6       0       0   11.64    4.85
      20       8    1995     0.1    21.2      24       0       0   11.65    5.43
      21       8    1995    -0.2    25.2    25.3       0       0   11.66    6.55
      22       8    1995     1.8    26.7    25.2       0       0   11.67    6.79
      23       8    1995     1.2    26.1    25.3       0       0   11.68     6.7
      24       8    1995     0.8      26    25.5       0       0   11.69    6.72
      25       8    1995    -1.5    24.1    25.7       0       0   11.70    6.42
      26       8    1995    -1.3    23.7    25.6       0       0   11.72     6.3
      27       8    1995    -2.3    23.9      26       0       0   11.73    6.45
      28       8    1995    -2.1    22.6    25.7       0       0   11.74     6.1
      29       8    1995     0.7    22.1    24.9       0       0   11.75    5.73
      30       8    1995     1.6    22.1    24.7       0       0   11.76    5.65
      31       8    1995     0.8    22.1      25       0       0   11.77    5.74
       1       9    1995     1.1    23.4    25.4       0       0   11.78    6.09
       2       9    1995     0.8    20.1    24.5       0       0   11.79    5.22
       3       9    1995     1.6    17.7    23.2       0       0   11.80     4.5
       4       9    1995     2.3    20.5    24.2       0       0   11.81    5.19
       5       9    1995     3.7    20.6    23.7       0       0   11.82    5.07
       6       9    1995     2.9      20    23.9       0       0   11.84    5.01
       7       9    1995    -0.1    20.8    25.4       0       0   11.85    5.56
       8       9    1995    -0.7    21.9      26       0       0   11.86    5.92
       9       9    1995     3.1    21.8    24.8       0       0   11.87    5.52
      10       9    1995     6.9    21.4    22.9       0       0   11.88    4.92
      11       9    1995     1.8    23.1    25.8     0.3       0   11.89    6.05
      12       9    1995     8.2    15.6    17.5     0.8       0   11.90    2.98
      13       9    1995       7    19.2    17.8       0       0   11.91    3.97
      14       9    1995     7.1    15.1    18.3       1       0   11.93    3.06
      15       9    1995     2.6    17.2    23.2       0       0   11.94    4.35
      16       9    1995     6.1    18.3    21.8     2.8       0   11.95    4.18
      17       9    1995     5.8    20.7    23.5       0       0   11.96    4.94
      18       9    1995       2    23.8    26.5     0.3       0   11.97    6.31
      19       9    1995     2.6    22.2    25.8       0       0   11.98     5.8
      20       9    1995     6.5    21.9      24     0.5       0   11.99    5.23
      21       9    1995     5.1    24.1    25.6       0       0   12.01    6.07
      22       9    1995     1.8    22.7    26.4    12.7       0   12.02    6.05
      23       9    1995     2.2    22.2    26.1     2.5       0   12.03    5.87
      24       9    1995     2.1      23    26.5     0.3       0   12.04    6.12
      25       9    1995     3.1    25.2      27     0.8       0   12.05    6.67
      26       9    1995     6.1    23.2    22.8    10.1       0   12.06    5.53
      27       9    1995     6.2    22.8    24.9     0.6       0   12.07     5.6
      28       9    1995     3.2    22.6    23.9     0.3       0   12.09    5.74
      29       9    1995       5    23.1    25.7     2.5       0   12.10    5.86
      30       9    1995     6.8    18.7    22.3       1       0   12.11    4.29
       1      10    1995     8.4    20.5      20     4.3       0   12.12    4.37
       2      10    1995     7.6    24.1    22.7    20.8       0   12.13    5.62
       3      10    1995     5.8    20.4    24.1       0       0   12.14    4.97
       4      10    1995     6.5    20.8    19.8     7.4       0   12.15    4.64
       5      10    1995     8.1    22.4    19.9       0       0   12.16    4.88
       6      10    1995     3.9    23.2    26.5       0       0   12.18    6.08
       7      10    1995     3.8    23.7    26.8       0       0   12.19    6.25
       8      10    1995     3.1      23    26.8       0       0   12.20    6.12
       9      10    1995     5.2    25.1    24.5     7.1       0   12.21     6.3
      10      10    1995     5.4    22.1    23.1       1       0   12.22    5.38
      11      10    1995     7.3    23.8    21.2     4.8       0   12.23    5.46
      12      10    1995     6.1    22.1    20.9     0.3       0   12.24    5.12
      13      10    1995       5    23.1    26.2       2       0   12.25    5.95
      14      10    1995     5.4      24    24.1       0       0   12.26    5.97
      15      10    1995     6.6    21.9    24.9       0       0   12.27    5.38
      16      10    1995     7.9    21.2    23.8     3.6       0   12.28    4.97
      17      10    1995     8.9    18.8    17.2     0.5       0   12.30    3.68
      18      10    1995     7.8    22.2      22     0.5       0   12.31    5.08
      19      10    1995     6.7    17.2    19.3     8.9       0   12.32    3.74
      20      10    1995     4.7    21.7    25.9       0       0   12.33     5.6
      21      10    1995     5.3    23.1    26.3       0       0   12.34    5.95
      22      10    1995     6.1    20.2    24.4       0       0   12.35    4.96
      23      10    1995     3.3    23.2    27.2       0       0   12.36    6.23
      24      10    1995     2.7    21.2    26.7       0       0   12.37    5.72
      25      10    1995       5    19.8    24.8       0       0   12.38       5
      26      10    1995       4    22.7    26.8     0.5       0   12.39    6.01
      27      10    1995     8.2    21.2    23.8       0       0   12.40    4.96
      28      10    1995     6.4    20.8    24.6       0       0   12.41    5.11
      29      10    1995     7.8    23.1    20.9      14       0   12.42    5.23
      30      10    1995     7.8    18.7    22.2     0.3       0   12.43    4.23
      31      10    1995     7.9    18.9    22.3       0       0   12.44    4.28
       1      11    1995     7.8    20.3    20.9       0       0   12.44    4.52
       2      11    1995     4.8    18.2    24.1       0       0   12.45    4.57
       3      11    1995     3.2    23.7    25.3       0       0   12.46    6.23
       4      11    1995     4.1    21.3    26.2       0       0   12.47     5.6
       5      11    1995     7.1    22.1    25.1       0       0   12.48    5.43
       6      11    1995     6.2    19.1    23.8     0.3       0   12.49    4.64
       7      11    1995     5.1    22.3    26.2       0       0   12.50    5.77
       8      11    1995     7.1    20.7    20.1       2       0   12.51    4.63
       9      11    1995     6.7    20.9    22.1     4.6       0   12.52     4.9
      10      11    1995     6.2    22.4    25.7       0       0   12.52    5.66
      11      11    1995     7.8    23.5    25.5       0       0   12.53    5.78
      12      11    1995     2.1    22.2    25.1     4.6       0   12.54    5.92
      13      11    1995     7.8      20    20.8     4.8       0   12.55    4.44
      14      11    1995       7    16.7    21.3     2.3       0   12.55    3.77
      15      11    1995     8.1    19.5    20.2     3.8       0   12.56    4.23
      16      11    1995     6.5    12.7    15.1     4.9       0   12.57    2.46
      17      11    1995     5.3    19.1    24.4     4.1       0   12.58    4.78
